distance_remaining_km,current_speed_kmh,day_of_week,hour_of_day,actual_time_minutes
18.47654758295078,42.915371975303096,0,17,42.156132706733786
2.22560379001243,31.885841246677067,1,14,4.591528308799154
4.321665817173331,23.83770659756543,3,7,12.684419646008365
1.3819321337554924,37.90855919452204,2,6,5.171461445579215
6.843941449883655,27.350116770609997,2,15,16.599217234533864
8.0792071489449,56.64338450633166,4,15,6.482009958836187
5.7913061195909705,56.1322569801786,0,14,2.8802534237391924
16.66038142846262,35.11859099860477,3,7,28.124454077203346
7.456689870524991,26.394199700912925,5,13,14.284033942182262
5.978222938903925,46.85662069783196,4,19,16.97152091814167
11.082573621585846,11.835647174153332,5,8,57.25081151084393
3.2480223870078717,33.738450302182564,4,6,6.997714844911794
16.14284112470377,26.816169713516675,0,16,30.76364031042969
1.953737551755531,56.02679425512773,3,6,1.0
19.744295263710086,10.600151363634128,0,15,113.47912085301576
15.55877300128482,37.64074378591745,2,7,22.418533412521562
4.374955789916362,47.0331790533313,5,12,2.2577218036299564
0.6076812839102468,34.250899376202064,1,17,1.066084944548903
16.401497854869266,14.270151508136083,6,11,55.52311816123498
14.283718205028533,58.62306950139511,2,17,22.969221268439217
14.715639776799252,35.9005215688049,2,16,24.529459322129384
15.539771760375942,40.70931221595057,5,7,17.45845424692306
1.943870708814762,21.830489135375366,4,9,10.668443403250148
7.490081706613316,34.174904255340195,2,7,12.182582200447593
2.7594466607400294,31.457474597916093,6,6,4.267234375397324
17.330516804574074,13.744792100099186,3,17,144.87139940223247
12.65431347313738,15.30801767737336,2,8,86.23531767444015
6.952511484626659,51.873625980938726,3,9,13.432824698217933
1.7393878305774608,21.99099761032951,0,15,6.700954096285357
6.5641552734554125,19.747913574931527,4,10,37.06033629685072
6.841074779521567,35.245572562506965,3,10,20.77189541809086
14.727320477592249,48.437356568125644,2,12,16.387870536833024
12.932370691426655,13.097325928949395,4,19,105.34251235204523
17.80064848023837,38.84039598191279,6,15,22.46416352993577
9.708191040658011,15.960522142028669,4,13,35.767883529520866
2.832087795796883,11.823052541280923,3,14,15.032233293292876
14.408273350848402,12.63719760811087,3,17,132.33316968350547
15.335308448029501,51.70820541042207,1,12,20.2552146243967
11.444905352605177,15.898624181403079,1,10,68.1198513354743
15.533860009113939,12.257568220614598,4,14,77.81405615783318
10.12901412910562,31.894994357145613,5,13,19.053252477593205
10.693290172948885,52.19967359710124,5,15,7.765040508794382
8.837049857991717,23.120418824465098,1,14,25.27574988034556
0.9956729715098562,31.08563087629582,2,15,1.0
2.603882826369437,11.996126628187561,0,13,11.596716890427588
1.112869120891318,32.45392570674379,4,11,2.0338450409846707
12.910003019643717,38.88065403185668,0,9,33.08469156268089
6.6299416309883705,38.545352687607235,1,14,8.693755353781095
10.417128477711705,26.621334608718257,3,17,42.04064806184161
18.197546241558815,25.776659033156776,6,14,33.22005880251895
5.361198468403061,15.331180946829894,4,15,19.65094250110655
8.50246699919478,28.33991603231342,1,15,16.095809942720308
15.23324720158945,14.974733443648233,2,14,63.88609835626851
4.9615642270866385,48.329797235602584,6,19,5.30235478169416
2.0011082416614636,58.31371488740929,4,15,1.7236160967283114
6.150153331818476,58.503722833335345,4,8,10.225879091461419
3.643815101453086,53.25355496876969,5,16,4.903441061510669
18.629104220680176,40.039607466980954,3,17,51.19506589274183
16.25834740150613,45.043284862194,4,8,25.56951979148848
12.851373251953257,24.260290134020703,3,16,31.746217076831577
17.493481508660494,41.53852100863104,1,11,23.020185271491272
16.17160549953273,32.78247747199387,2,11,29.02774790518944
4.138116148277699,34.100866988846626,6,18,9.734530531470057
17.904900470554566,47.8888280187579,6,18,34.20594575306537
11.017173717355188,24.09591777986258,2,11,25.857275359066744
16.24508302569922,25.901980584725994,4,10,52.21015991098978
17.973780348508118,56.23208955643183,4,19,27.083357189122477
6.701067761951346,12.811214742548612,1,10,45.56656675274775
2.6460125282896967,34.28171492066702,5,7,5.454158313828313
4.944735669567863,55.64004002039309,5,19,7.794604642811146
8.828601878211998,40.51815039090785,5,12,10.799566075981524
16.451287935488615,37.320353710606604,3,17,50.29689662019014
17.284246373498696,22.48720896146776,5,9,58.21932749043576
0.6355665453582187,27.163774453222413,2,19,4.721950011742651
10.459572400262532,52.602420790234646,6,8,19.612575770312365
8.63951456140119,37.96090658842291,6,13,10.554802868608398
4.83110230417924,35.737109687838995,3,9,14.49613461553684
2.837374663006815,14.978985677001447,1,16,12.830064204504998
7.083495842370745,10.801407822756156,2,9,59.78390666629554
18.886739226294125,58.184259434352455,6,13,15.91897521174816
6.802457174404727,28.849308364342082,2,6,14.027965268798889
10.616417123995639,40.16065310497521,6,14,10.813066609064425
14.208869698455969,13.98575365936425,0,19,107.58777138858908
7.590777246396232,44.155714286152325,1,12,10.047224576912829
19.449750613058733,56.62833543529805,1,17,25.04425587847968
19.26772225137117,38.783262649870984,0,7,29.98333185950361
5.409754768594601,16.305766118770528,3,16,24.551297697420992
10.196345864901517,39.08607637367383,6,17,22.071924406457985
6.3671270414270085,48.31736065523262,6,11,6.391558508749226
6.054389640360618,30.320826828700934,6,13,7.903552396724951
1.2192954734133896,53.99188739707339,5,16,1.0
12.386504512607988,42.434147667868224,5,10,20.016282122459256
10.3022409529628,54.962445914460126,5,11,10.2567763743196
1.5038356493747924,41.17526556236686,5,17,1.9953898100921315
5.933606052613923,16.564398600241212,5,15,16.446136528660443
18.211184776349747,25.484585555259457,0,13,43.866955848710234
5.171456868005962,20.089747412622845,1,18,29.797479375035888
3.3254500057788503,55.441324885843116,3,11,4.157433544612099
10.044328825412478,48.02000336437413,2,17,22.94755850241833
19.720183855156712,43.8199184455003,5,14,23.730605444509468
5.220077794474258,25.048315981581084,0,17,20.84878535454732
13.606643174414632,19.202238602510675,6,14,31.586979048161343
15.351582498909993,47.82255439944559,3,14,20.975191552500156
5.133932107851794,33.707897293953984,3,11,12.430036309033756
14.700218797931262,21.289477607531456,3,17,77.44229927849874
7.671771088025438,40.831098908263755,0,17,19.71852550687993
12.829963696574799,12.016692606922598,2,14,62.974172113405984
12.853829359837446,26.308512706412674,5,8,32.23424257755732
10.94760633945779,33.42784972955673,3,10,35.53609051127645
2.260650516060962,17.397916705470294,0,7,5.004809040232661
16.78839866399014,59.23272387954198,6,17,26.288382373523877
6.755211266948849,20.454868229480713,1,18,33.68414249859073
4.1371109527971575,16.517656502163277,6,18,19.13619087660656
1.2951152603178964,20.17674369434482,0,13,4.693179878191759
12.022412392170715,48.45305665798621,0,16,14.572003946862383
13.712505055924508,31.27528296359214,0,18,43.78709763278985
0.823462664093195,38.2707969876269,3,9,7.504518715627583
10.485814636835979,11.050457849318038,0,11,57.49396815504211
4.91666761635979,11.721565428665727,1,11,22.327382812089972
13.080869412984272,32.29127749135081,3,10,43.50572824301641
3.900145365597333,50.832762160081174,6,17,5.769414103034909
13.973285892998087,54.26194393537826,1,17,25.72905731228737
8.04133925286048,14.33532837978201,4,6,32.44271927181353
18.76623478036632,36.91815510505114,6,16,26.371209264436434
3.181658410846868,55.66148431396353,0,12,5.2244709775512
7.150793845480041,29.398637719894317,5,15,10.532892320814897
2.7127336641914868,51.47829157141843,5,13,4.871149735440694
18.531525556431973,16.68478271997181,3,6,65.21982458936236
17.60811739092913,56.769724483389936,5,15,18.27511712330996
5.529861740445535,47.57116587656513,6,12,6.654802731599226
13.36968889766649,57.06671963934508,3,9,17.756444582345715
16.43583290392371,43.83086167762532,6,11,17.229582697593045
11.326415826189516,28.17019659997135,0,14,22.90694958220677
10.828186277942127,56.909058626236124,2,10,15.404769104719524
5.216119672558808,23.778338815458923,2,13,12.573569178509166
2.3155039722150343,26.60862610308663,1,10,10.256251875287289
17.99570728008987,45.040420900087014,0,7,20.320540002989283
18.058152114684944,48.26581497626931,5,9,25.702637383900182
12.845478416828724,56.47017419245769,0,19,19.456362350577177
7.111080925449663,20.240120452810473,4,7,23.50957815503453
7.309586704946887,49.8999017609612,2,12,7.42177867577101
14.656135737969668,46.927302669848174,5,12,17.4639975729809
17.993650069075255,13.189727812679894,6,19,108.21510331382794
17.798185273169786,29.361157060510347,6,8,51.86369977002642
15.707573144223666,24.138272853004928,2,19,58.040519160282805
13.019617100008611,25.224521217701522,0,18,53.53654505636201
2.1407293174034523,59.14734397773504,5,12,2.3459852329467545
3.6517599248449684,42.138870673996394,1,6,1.350510796276506
18.021806676278047,45.883807889674976,6,6,18.574209040480575
12.325366663362004,58.830881865750456,0,14,12.409459016162277
0.6793425065242782,28.860089122881934,1,11,1.0
2.478695085887626,50.0920084226403,5,18,5.8439093465418095
13.438284497607087,31.72654816522477,2,19,43.44582519499834
0.5987008850012644,53.47668359074899,4,17,3.072831985875746
3.6357570026412236,19.03287706556516,3,10,17.428076566823016
11.20030889264843,57.38430885321398,2,18,21.443328981517585
13.991956355007519,20.938585420543983,1,11,42.10365813027672
13.21324456030071,26.311025349046577,0,11,33.45538664073611
4.873251534480916,47.80961170533902,6,6,4.969671352851767
14.387494816276948,29.687757078270334,5,10,35.82519187805248
5.126357206187602,40.410568838322334,2,14,7.259157402114073
6.84529411410572,32.22867505347142,6,9,15.833027781059632
15.05658239980147,47.118496854489095,6,8,22.140213029104935
13.167841531420686,21.416562618430543,4,6,40.54241376643047
17.05985650463647,12.92289936184385,5,19,111.15214319512495
13.323451399856696,24.99646987365331,1,7,32.92148869344893
11.582017765041696,33.715433243421515,5,8,26.08579650999991
2.326657972647803,18.401002609633927,5,9,8.821978762957944
7.670458159658954,27.739864482819435,0,12,14.12096816833641
5.671446169793646,29.999150914678427,3,11,12.049719399882134
5.257798045892129,12.869592184413676,6,16,22.16512297069507
19.473705817672688,39.16536240921023,1,13,31.21104735639561
8.165405631001828,54.217171398564375,0,19,18.44405175127923
17.89490782595371,17.58714564765262,6,14,48.093917973871015
12.807203206946626,39.8904006700757,3,11,16.214385292877765
15.998820419062143,43.23696024554231,0,12,20.65869477910379
10.301423315551245,30.966734020964417,3,9,36.271056992652866
11.749625750214003,45.0548793682135,3,7,15.61896415630717
10.104095029467846,30.5365771745506,3,14,22.39135531994868
4.307238262061867,35.23186439887175,0,14,8.79639899475889
14.587816247599354,10.367652227721349,5,9,117.19729228308307
5.9750610675966875,44.58600570673444,3,17,12.539218118228758
0.9741613454133499,43.06713394723622,5,8,3.788804846306096
13.086709770189772,11.920043866317227,6,15,54.44867837142027
3.9536582484374545,28.412505369756655,6,19,8.68820590333335
18.83894239488183,58.95159203958337,1,16,17.252046175445408
19.101607251550455,31.03682812843084,4,11,35.696024994936565
18.339855609298745,35.09727025659208,5,19,46.084067660944555
7.718094654981166,55.49650790798593,6,19,14.09229362469247
0.8014040223129149,45.86309379328782,4,8,3.1208952159327357
18.602211970460644,39.10350655621118,3,6,30.2743465922089
8.84959089218763,49.890234067053626,4,9,18.81085167768561
19.349768971351555,53.218313322798664,4,6,21.357945994751574
19.29058955324043,32.84440358686334,3,7,35.914628692177665
17.13368438161352,33.75541824659177,5,8,46.82543891190994
6.241753395356921,29.30254678259179,3,13,12.588577269550422
8.009405707737542,58.33530700092303,1,15,8.971344896261268
17.09716509457871,44.85831271451752,2,9,36.87817740857995
6.679979100547414,14.161153310403614,0,9,42.361887755043306
3.8051085603788035,53.147981165650926,3,18,6.593877785562578
11.357624617937828,34.02799704181341,3,15,18.59714388745033
18.755018096135228,13.437695321124373,4,14,85.02337391455536
14.072581035161974,37.48586275816555,1,12,26.114986661696097
11.616192816742617,30.858213948785103,6,7,20.625145495056643
2.3949416285299865,53.88747024313125,6,8,3.278551779341841
12.49264092063381,20.199730180469366,4,9,47.861448187340116
19.806050077033134,51.32323047460915,5,9,27.1332127814113
3.2316382971122186,37.884434559272634,3,15,5.356495613460886
10.607428221092867,12.730515160673452,3,13,49.945721192337224
17.60877490259513,58.59226506627423,4,15,18.719361334567857
14.944988046206987,35.630762205159996,3,19,44.53813638504158
14.091806949407726,24.543842711579124,5,15,28.073755683703205
14.198439637748631,33.470342099462904,2,11,22.917732788346466
7.510077448785226,52.89288917587445,0,8,12.248559108636918
6.22504096315762,25.245156219253175,0,16,14.452631547924687
16.282542531831016,19.633819824335013,0,14,47.264891580060095
16.297211196244024,16.453562346544075,2,15,59.16481027052602
17.40791021231202,24.892969919510563,3,13,46.40903920827743
18.30819077485119,49.00240435200217,4,14,21.3942276728458
10.471176777788287,33.58131825976308,6,10,19.847080887501914
10.279567746400392,21.374080184677,1,8,41.10058078635755
16.066755989852116,18.309249980487458,3,9,64.71677724674812
13.17429665016642,26.636473825518955,2,19,34.407252039643595
14.188354106525216,56.99621864428544,5,18,14.52599913557653
16.017957054003972,27.15133562950122,2,17,60.21165711624693
17.855104165442544,59.40620379773177,6,10,24.735115425222368
7.090905558604948,34.26152278826781,0,14,11.45236632433499
7.823867576478908,18.95819591450754,3,14,22.450621371862656
2.3326478268969453,54.55700458967547,6,19,2.2389836213762826
11.776462749425393,33.017768656741346,0,8,30.245433259954545
1.2008743390364707,45.48356717522622,1,12,1.0
9.579161353582974,59.185579160457586,5,11,11.902596036206166
11.081570376797744,12.5087675159987,0,9,74.99111275382505
6.087554416501546,14.834727989378358,1,10,36.20232705628979
12.02124858109571,46.02283707313781,2,19,21.90533091167219
1.0947548738114639,24.091250164773598,0,15,1.0
1.2282896806096812,19.215069847504953,0,7,3.0241452935377553
16.540710932863337,11.968093990986475,4,16,79.21569302567667
7.523717507519627,11.09233559931009,5,12,35.10561322247603
2.9776799967117533,48.72428015598955,5,19,3.3871245248869917
10.683743571068685,16.7216713684775,6,9,42.52295355151199
15.514874285422911,33.38603079855754,2,7,29.181674807996213
4.708510036188442,40.294840758974146,4,16,4.91564290416265
12.646364278470505,31.417590028442312,6,11,17.347329019271786
2.1642755673784757,11.355332616811655,1,16,10.677635462438213
1.50779356278785,49.175075129395445,6,17,1.0
10.861415315578887,10.525661227082674,1,7,60.60701997066622
11.042384871397077,48.0944947188742,2,15,13.379546220542341
12.929883079215028,54.66522468940614,5,7,11.137618113695986
14.6587810075919,31.641996052858616,1,12,25.14691863842158
19.529115549519425,36.77712365488991,2,6,31.372095491380392
10.567856791873309,33.849169630882685,6,12,16.147141723740727
6.797651222354296,29.460430931171942,1,15,15.339173679056602
16.00613079798972,54.371226768518014,3,10,24.814317266103174
5.781228899610447,54.69667553349952,0,6,5.964091389850616
9.059942703759905,26.790818232076727,6,11,15.736684698035333
2.029899436174186,40.7534877007349,5,12,1.0
0.9943394966014214,56.34537810729321,6,6,1.0
19.27164408621954,58.10292494706758,3,14,21.49332468694656
16.801612349988012,35.44795202110238,2,12,30.063016129753418
14.071497018827111,32.641240264216336,2,6,26.6895237616152
8.474582416078263,23.93471579642629,6,8,27.804400094278122
3.8792392413814927,57.9435936595205,3,10,4.517816036711925
3.550522332086178,17.14071522364337,6,9,16.358392062584475
5.3797365142096085,38.991478802386254,0,7,11.703111701012002
11.20991996176935,24.127513375931944,0,6,27.847569287925257
14.434620492651215,23.95041451738983,4,9,66.64350117894973
13.37384884599576,30.248429368809422,1,12,26.301716250218934
5.958710990445885,59.939646790782724,4,16,3.351659030901932
19.119872972932285,12.748315341991104,0,9,115.43021118750777
14.888989875567486,38.927090910176574,3,14,19.906345377257658
11.309904023972313,14.128607901763859,1,19,64.47045788719687
12.428554551569869,17.726041499525948,3,13,42.246898348586505
8.682201217341904,31.978147088644935,4,13,16.388848503580647
5.330754295272571,35.523006567322064,2,10,15.222534967314033
7.441467233699601,22.9396204182262,3,17,29.815875528395622
15.277999154055198,25.82285654372081,4,6,36.876253787506556
0.7806730282802394,14.348351012796652,4,14,3.4102288693878235
2.7634164898848668,25.160989192212526,4,7,5.184816426090048
1.3970515194241786,58.3279219690272,2,11,1.0
1.2942116452199177,57.235369083624086,2,15,2.962346244222071
17.181481388214642,26.74391450684925,6,19,38.16664457031539
14.221328257910463,38.54269681393808,2,10,25.143904699903338
9.746389667202841,55.479769555547215,1,15,10.163177572918475
2.4077661326945288,10.309191132044834,2,18,25.374526952859895
10.08650956477823,50.53417851687959,2,13,12.578625815817198
9.73269953022103,57.418477639445946,2,16,12.67751714470703
3.8774364632452962,14.566286716677853,3,8,28.163377774047092
8.960107160140474,18.072384301646053,2,11,30.061747545687474
8.270842320748782,58.03731513856777,1,11,8.828511681919531
12.509076912018221,36.877007182017316,4,15,16.06359837734728
12.884326191919055,10.709831723586184,3,8,114.75452973718748
1.3834281905548682,22.881599938176457,0,17,9.024721926800309
7.804945985216189,32.49718371344298,2,17,27.140301650186927
12.70426835642761,44.64544555123838,6,17,22.65677294957916
10.31115704231171,46.65801890683998,6,12,8.098605162209974
17.201551903172284,59.771075646272806,4,16,15.829905715408568
13.344525816569428,24.37555996918795,4,9,50.57120975098888
3.677221328087879,36.91100509342376,3,10,8.72913534007921
1.876090574308382,36.66617739298025,6,14,2.532201700069319
13.027175925023155,30.282262972361874,0,11,27.81824692688937
1.0169705555616253,18.45809469212101,5,15,1.0
11.922623834832534,58.872828159192125,6,18,16.508123526342743
18.834489707786673,52.6658593333293,6,9,25.385796375189674
11.72174646857964,34.916651414711865,1,13,19.004858993999548
8.069313561027176,40.16227113420149,5,14,9.250188135282288
13.044120259625887,21.363052677983113,4,15,34.78163552168694
9.435931364584574,37.18935351958734,5,10,22.13043224099217
11.139527391660732,44.74850665607379,6,7,14.741231751537592
18.85856377114224,35.75835141932944,4,11,34.1232081294166
8.029001437115099,59.514258529247066,5,16,7.915694339496915
19.243215994566327,40.56708281238631,4,17,54.39145595717974
18.154337518143244,28.548685629608453,4,13,36.91373902661644
4.317927128391281,48.607601380791905,3,18,5.57741934265897
1.8525453670657264,18.5231255790821,0,10,6.967972413109587
2.46517102685982,29.225790685313328,4,6,3.7429142801660964
0.8553256002052196,27.34794751887929,1,13,1.0
2.341637734740604,31.590354755388862,6,14,4.614281668293777
13.818632081618958,49.08899129643631,6,6,14.158434993096094
1.8881786449744653,34.20865160817037,1,13,2.9604324717017128
6.7200247907283455,49.70072251329814,2,15,7.884432761287022
16.975068563904365,38.82444515699329,4,17,39.662106793891574
0.9538027468486043,27.103471732877768,4,7,1.0
16.382135410484246,50.49893718417362,4,9,30.364620976845018
5.9961681080812985,21.91448352765458,5,18,16.723055963213728
2.8042141386222967,21.219148989989776,4,7,6.797501616429252
14.086374724600937,35.22514620274179,4,7,27.014898901712314
12.764385512207738,23.042462298104446,1,15,33.838718994860955
17.61070426377753,10.454351747560816,0,8,154.03819139088205
14.833885354175772,42.41487636494008,0,19,29.244185967036756
16.16787814250455,35.5546910736199,2,13,28.47416588897488
5.999674165140476,32.275890724658055,1,9,15.951555006413932
3.960071103704595,58.348425730915764,4,12,3.669444070569759
15.136987656996737,38.559959198145684,0,17,36.64573939631774
16.233277415711648,53.171578889469224,3,15,17.030190368174853
19.814850269013128,16.97251181025801,3,8,114.17245418184974
8.546044699772816,38.46032315647139,3,15,17.08081031047929
7.754352672959272,53.39898133654515,4,17,13.586741541661645
15.640052734468938,39.1552878639949,4,19,34.01776740472316
7.145669034933848,45.900708906350076,2,19,18.854197762449264
18.649767849269512,28.60217839061037,6,18,58.73960163776182
17.23904866093873,14.62247585185333,2,16,70.26501010082498
8.865383533812858,32.895014756353575,2,19,20.747486946926802
15.141985821934199,29.723969541942875,5,8,31.666436112633114
15.213586044651306,53.35300911894737,3,7,21.253574684201865
2.5109154423006856,22.199765117623613,4,18,11.42706658979109
18.09978168025155,58.3367113767554,3,17,29.558818136366405
10.352421262733214,57.90690599022481,2,11,12.380242350787816
16.615920589100963,22.381582153571934,4,11,46.486141945464446
6.7409672200969295,27.402597773866024,1,6,18.484902621711726
17.96270295567591,54.777787043694254,0,12,21.835410273917493
8.08943273531618,58.331111044805375,0,17,10.7417297700278
0.711334203865818,32.1719551418022,2,19,1.0
18.154948540175642,26.049852282044892,6,19,50.89810057371788
2.2800901973296046,36.304700662577105,3,9,6.021536525522662
6.72661593301309,44.38846031828674,1,18,15.909586463144961
19.026208357490695,23.67372576874899,4,16,46.495334196111
19.036839365282344,46.82365873095364,6,17,25.04673963881736
11.682038818404079,12.58286785573205,3,8,69.3429398961823
12.820825637311085,12.464724638220822,2,18,103.0735790965757
9.244687678577236,29.314385257277262,3,18,26.525175075465082
6.217610048112259,27.67365960303603,2,13,15.05427789934188
6.908958634713361,25.781660768357614,5,7,16.683296666983367
13.614109893502249,34.5509881334455,0,14,22.171152656820308
15.17130332403476,26.03667911557856,6,18,40.82640259302723
15.935791352654046,19.612895923404597,0,13,44.794925860394024
15.897553784493802,25.473477454430046,3,13,37.42987631272046
2.2785190094494623,58.74521364051175,1,18,4.715574695639438
10.141195941700339,30.55567084974243,4,8,32.88106927150904
1.6223958203245634,32.235638842916785,2,18,2.6554340635090425
11.215813205312843,38.827249497557005,4,9,25.999845576743905
9.109844776780852,59.16703842071133,0,7,11.45492863612562
17.810231563786846,22.08006382178815,1,7,46.14277189032677
7.342842744765535,44.06410552662169,1,9,12.75622196818302
2.7828068203383145,45.799234677086204,4,11,5.804695258047669
3.288337800030299,40.366220839653295,0,10,5.155051432655226
15.349457318490709,14.428916981832204,4,6,64.74179969607256
12.55525223466709,43.84361379137882,3,18,24.887509239575152
2.4718921843944095,13.204735551808774,1,15,12.904607609604577
2.14008271924245,39.80713247749485,1,6,1.2830017241154883
14.16889806345284,46.97905886108713,3,11,15.171533048492607
1.9188786241017737,20.548494530997523,0,8,7.158201336705872
16.526271156161947,52.0811003771387,1,8,24.805643176493156
14.271723429551676,11.517690276650214,6,12,58.977606556994495
2.0863012225170454,52.1906431829153,5,18,5.9766808285091155
2.1543354246612423,33.01645253213825,5,18,6.645121493983482
19.73947178077292,20.879396996582223,5,6,43.918134104262414
7.798280517244346,16.6889072496984,2,6,29.728532536462037
7.727521867804373,57.66535837911863,6,19,10.925902460177745
16.3495915615213,13.633279379057836,2,18,102.44699626151873
18.971347258985244,19.95467099679628,0,15,58.002491324990174
19.72702074454598,27.3911173716523,3,8,64.40601785590552
15.190874612549361,41.011742448056026,4,19,36.16886191120025
7.837061917852857,37.24005426380492,6,13,8.31745029623656
2.1282639756240407,16.2821746206157,0,6,10.32125755829653
15.654364860585018,24.48639918691073,4,15,37.3549627284691
11.388882869848198,21.937588554301204,0,18,45.63647262480101
8.772329180316037,20.67714272451707,2,9,37.67637702724824
18.17391050934735,30.55721682399935,5,14,34.76616422970002
2.668350904969951,45.20157262958284,3,19,6.50427467511942
10.106189533671753,20.872646610861796,2,9,34.27984162787018
0.7213960729646718,28.33394398514907,3,15,1.3831896721281882
9.638882518885461,29.545871342058113,6,13,13.958225454056704
1.5979138757958284,58.82282647177051,4,12,1.0
2.8169493672274024,57.733317843953444,0,8,7.2842545108167105
2.791761812153545,50.006879137603796,1,12,2.0062775909051567
13.15960089126324,22.082946040959257,1,12,36.87895620562701
15.047875145675754,13.401865704583484,3,15,68.5620618819745
11.875690919394613,25.84520688603124,5,8,27.80810209880486
19.262364695253567,23.339727471691543,5,7,40.95359772081896
7.809976300712229,35.2962900073197,3,14,12.687340028918426
6.071385682496285,48.88639550338965,2,6,3.446145835535124
17.437682999694477,52.9161469439429,1,19,28.405874710220115
4.860118851129326,52.243204270525425,2,12,5.738308555874366
19.282839519091922,27.983778061153387,4,9,65.20192713622521
0.7370122564514187,44.361717173034144,1,7,2.2925784578317
19.412637120798962,25.641709876211003,4,7,46.95297053053991
1.3416182830362342,13.045277161759135,0,13,6.606907618771524
17.877290717112388,45.07826328014711,2,12,23.992280944772386
10.790171627182847,10.491377628489392,3,17,83.56233156749242
19.862813524326356,30.45912937292443,1,12,36.97880156260342
1.939033012340278,26.468963465103787,2,10,5.085905539712825
11.300158545825756,44.66887692594262,3,19,23.322285685756498
19.40139944457243,48.312273638018944,0,15,25.166544558989635
10.700407961317902,25.20473179856419,1,13,25.002319862415064
12.773273443637619,50.581350722242675,4,19,30.76353291091377
14.067099435200035,24.695838025246687,0,7,33.08043430512781
9.363550762971578,32.316317999328064,5,7,14.230408843757239
12.737382561639237,46.3509263507067,3,10,26.175893217694526
11.894129082500454,44.64601146123943,1,6,18.568317169889504
18.072581204574284,59.36842361561,1,11,19.586653761877336
1.3862044166584284,21.258051210796594,6,9,7.900520575779748
5.978782197048491,43.115895676979115,6,11,3.770772711707754
19.033023939492896,40.48409541378887,0,12,23.782725291258178
17.860143785872868,55.7549227245015,1,18,29.52823459900185
9.385306679321403,17.818107082243753,3,8,58.9221474804057
12.592585657129966,47.58990817934665,0,16,17.0837480115768
5.908933068132087,38.41343081343842,4,18,14.718955091043775
4.168362614613345,23.733293489395273,0,13,9.768225124744264
9.542118896329653,33.72174570735871,0,12,17.650935186480087
